LLAMA3-8B	GT	LLAMA3-8B-Article-model
CWE-80	CWE-20	CWE-80
CWE-119	CWE-79	CWE-119
CWE-825	CWE-20	CWE-825
CWE-20	CWE-79	CWE-20
CWE-79	CWE-79	CWE-79
CWE-434	CWE-79	CWE-434
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-422	CWE-79	CWE-422
CWE-80	CWE-79	CWE-80
CWE-116	CWE-22	CWE-116
CWE-80	CWE-434	CWE-80
CWE-79	CWE-290	CWE-79
CWE-78	CWE-290	CWE-78
CWE-434	CWE-22	CWE-434
CWE-285	CWE-77	CWE-285
CWE-285	CWE-122	CWE-285
CWE-22	CWE-94	CWE-22
CWE-78	CWE-77	CWE-78
CWE-119	CWE-77	CWE-119
CWE-89	CWE-77	CWE-89
CWE-94	CWE-79	CWE-94
CWE-78	CWE-79	CWE-78
CWE-78	CWE-434	CWE-78
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-22	CWE-787	CWE-787
CWE-80	CWE-401	CWE-80
CWE-79	CWE-434	CWE-79
CWE-121	CWE-352	CWE-352
CWE-401	CWE-79	CWE-401
CWE-20	CWE-20	CWE-20
CWE-352	CWE-79	CWE-352
CWE-80	CWE-352	CWE-80
CWE-306	CWE-352	CWE-306
CWE-79	CWE-352	CWE-79
CWE-352	CWE-384	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-863	CWE-89	CWE-863
CWE-352	CWE-89	CWE-352
CWE-352	CWE-89	CWE-352
CWE-89	CWE-89	CWE-89
CWE-89	CWE-79	CWE-89
CWE-89	CWE-79	CWE-89
CWE-89	CWE-79	CWE-89
CWE-79	CWE-89	CWE-89
CWE-80	CWE-1333	CWE-1333
CWE-79	CWE-434	CWE-79
CWE-89	CWE-352	CWE-89
CWE-20	CWE-209	CWE-20
CWE-400	CWE-203	CWE-400
CWE-352	CWE-918	CWE-918
CWE-200	CWE-540	CWE-200
CWE-NotFound	CWE-77	CWE-NotFound
CWE-670	CWE-79	CWE-670
CWE-933	CWE-787	CWE-933
CWE-78	CWE-787	CWE-78
CWE-79	CWE-77	CWE-79
CWE-121	CWE-787	CWE-121
CWE-119	CWE-840	CWE-119
CWE-76	CWE-434	CWE-76
CWE-122	CWE-89	CWE-122
CWE-20	CWE-352	CWE-20
CWE-434	CWE-79	CWE-434
CWE-89	CWE-125	CWE-89
CWE-352	CWE-89	CWE-352
CWE-80	CWE-79	CWE-79
CWE-787	CWE-352	CWE-787
CWE-89	CWE-89	CWE-89
CWE-80	CWE-79	CWE-80
CWE-352	CWE-94	CWE-352
CWE-89	CWE-31	CWE-89
CWE-80	CWE-94	CWE-80
CWE-611	CWE-79	CWE-611
CWE-22	CWE-77	CWE-77
CWE-22	CWE-200	CWE-22
CWE-80	CWE-79	CWE-79
CWE-78	CWE-120	CWE-78
CWE-256	CWE-79	CWE-79
CWE-80	CWE-787	CWE-80
CWE-120	CWE-79	CWE-120
CWE-79	CWE-798	CWE-79
CWE-119	CWE-798	CWE-119
CWE-80	CWE-352	CWE-352
CWE-20	CWE-798	CWE-20
CWE-20	CWE-798	CWE-20
CWE-352	CWE-798	CWE-352
CWE-20	CWE-922	CWE-922
CWE-20	CWE-269	CWE-20
CWE-20	CWE-22	CWE-22
CWE-224	CWE-79	CWE-79
CWE-267	CWE-269	CWE-269
CWE-88	CWE-284	CWE-88
CWE-116	CWE-922	CWE-922
CWE-269	CWE-228	CWE-269
CWE-699	CWE-284	CWE-699
CWE-390	CWE-284	CWE-284
CWE-264	CWE-798	CWE-264
CWE-285	CWE-228	CWE-285
CWE-255	CWE-352	CWE-255
CWE-345	CWE-352	CWE-352
CWE-476	CWE-352	CWE-476
CWE-352	CWE-89	CWE-352
CWE-352	CWE-89	CWE-352
CWE-352	CWE-284	CWE-284
CWE-89	CWE-78	CWE-89
CWE-89	CWE-79	CWE-89
CWE-264	CWE-79	CWE-264
CWE-78	CWE-22	CWE-78
CWE-80	CWE-787	CWE-80
CWE-80	CWE-798	CWE-80
CWE-22	CWE-79	CWE-22
CWE-120	CWE-89	CWE-89
CWE-284	CWE-352	CWE-284
CWE-80	CWE-190	CWE-80
CWE-89	CWE-190	CWE-89
CWE-352	CWE-190	CWE-352
CWE-119	CWE-918	CWE-119
CWE-682	CWE-79	CWE-682
CWE-190	CWE-79	CWE-190
CWE-918	CWE-352	CWE-352
CWE-79	CWE-326	CWE-79
CWE-79	CWE-434	CWE-79
CWE-352	CWE-77	CWE-352
CWE-22	CWE-77	CWE-22
CWE-434	CWE-120	CWE-434
CWE-78	CWE-778	CWE-78
CWE-78	CWE-787	CWE-78
CWE-122	CWE-120	CWE-122
CWE-532	CWE-787	CWE-532
CWE-628	CWE-416	CWE-628
CWE-119	CWE-416	CWE-119
CWE-122	CWE-787	CWE-122
CWE-402	CWE-120	CWE-402
CWE-119	CWE-416	CWE-119
CWE-121	CWE-269	CWE-121
CWE-120	CWE-89	CWE-89
CWE-401	CWE-79	CWE-401
CWE-275	CWE-863	CWE-275
CWE-78	CWE-78	CWE-78
CWE-79	CWE-787	CWE-787
CWE-264	CWE-416	CWE-264
CWE-78	CWE-125	CWE-78
CWE-119	CWE-94	CWE-119
CWE-416	CWE-79	CWE-416
CWE-125	CWE-79	CWE-125
CWE-94	CWE-79	CWE-94
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-77	CWE-77
CWE-80	CWE-427	CWE-80
CWE-80	CWE-78	CWE-80
CWE-611	CWE-78	CWE-611
CWE-94	CWE-78	CWE-94
CWE-78	CWE-78	CWE-78
CWE-78	CWE-78	CWE-78
CWE-78	CWE-347	CWE-78
CWE-78	CWE-476	CWE-78
CWE-78	CWE-690	CWE-78
CWE-310	CWE-352	CWE-310
CWE-476	CWE-348	CWE-476
CWE-401	CWE-200	CWE-401
CWE-352	CWE-78	CWE-352
CWE-348	CWE-78	CWE-348
CWE-200	CWE-121	CWE-200
CWE-78	CWE-79	CWE-78
CWE-78	CWE-639	CWE-78
CWE-119	CWE-134	CWE-134
CWE-80	CWE-502	CWE-502
CWE-285	CWE-89	CWE-285
CWE-134	CWE-89	CWE-134
CWE-502	CWE-89	CWE-502
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-562	CWE-787	CWE-562
CWE-89	CWE-787	CWE-89
CWE-89	CWE-787	CWE-787
CWE-119	CWE-787	CWE-119
CWE-676	CWE-787	CWE-676
CWE-788	CWE-121	CWE-788
CWE-119	CWE-121	CWE-119
CWE-787	CWE-122	CWE-787
CWE-121	CWE-119	CWE-121
CWE-121	CWE-119	CWE-121
CWE-121	CWE-119	CWE-121
CWE-676	CWE-119	CWE-119
CWE-787	CWE-119	CWE-787
CWE-787	CWE-119	CWE-787
CWE-787	CWE-416	CWE-787
CWE-119	CWE-416	CWE-416
CWE-125	CWE-822	CWE-125
CWE-401	CWE-457	CWE-401
CWE-805	CWE-121	CWE-805
CWE-788	CWE-787	CWE-787
CWE-120	CWE-125	CWE-120
CWE-121	CWE-415	CWE-121
CWE-120	CWE-416	CWE-416
CWE-125	CWE-787	CWE-125
CWE-122	CWE-787	CWE-122
CWE-416	CWE-125	CWE-416
CWE-125	CWE-787	CWE-125
CWE-119	CWE-119	CWE-119
CWE-1181	CWE-119	CWE-1181
CWE-119	CWE-125	CWE-119
CWE-416	CWE-787	CWE-416
CWE-120	CWE-787	CWE-120
CWE-118	CWE-125	CWE-118
CWE-122	CWE-125	CWE-122
CWE-119	CWE-122	CWE-119
CWE-125	CWE-122	CWE-125
CWE-125	CWE-119	CWE-119
CWE-122	CWE-119	CWE-122
CWE-122	CWE-416	CWE-122
CWE-119	CWE-457	CWE-119
CWE-119	CWE-352	CWE-119
CWE-416	CWE-285	CWE-285
CWE-459	CWE-203	CWE-459
CWE-352	CWE-79	CWE-352
CWE-267	CWE-79	CWE-267
CWE-200	CWE-79	CWE-200
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-24	CWE-24
CWE-80	CWE-79	CWE-80
CWE-80	CWE-22	CWE-22
CWE-22	CWE-79	CWE-22
CWE-80	CWE-79	CWE-80
CWE-23	CWE-79	CWE-23
CWE-80	CWE-79	CWE-79
CWE-116	CWE-79	CWE-116
CWE-434	CWE-79	CWE-434
CWE-79	CWE-79	CWE-79
CWE-95	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-95	CWE-200	CWE-200
CWE-79	CWE-117	CWE-79
CWE-113	CWE-476	CWE-113
CWE-359	CWE-787	CWE-359
CWE-117	CWE-203	CWE-117
CWE-476	CWE-287	CWE-476
CWE-119	CWE-843	CWE-119
CWE-321	CWE-787	CWE-787
CWE-287	CWE-200	CWE-200
CWE-478	CWE-200	CWE-478
CWE-120	CWE-284	CWE-120
CWE-798	CWE-20	CWE-798
CWE-362	CWE-287	CWE-362
CWE-269	CWE-269	CWE-269
CWE-674	CWE-125	CWE-674
CWE-345	CWE-20	CWE-345
CWE-269	CWE-400	CWE-269
CWE-125	CWE-74	CWE-125
CWE-20	CWE-284	CWE-20
CWE-119	CWE-74	CWE-119
CWE-89	CWE-362	CWE-89
CWE-96	CWE-94	CWE-96
CWE-20	CWE-120	CWE-20
CWE-476	CWE-89	CWE-476
CWE-276	CWE-787	CWE-276
CWE-120	CWE-89	CWE-120
CWE-89	CWE-200	CWE-89
CWE-119	CWE-426	CWE-119
CWE-89	CWE-787	CWE-89
CWE-522	CWE-522	CWE-522
CWE-400	CWE-190	CWE-400
CWE-119	CWE-476	CWE-119
CWE-284	CWE-120	CWE-284
CWE-682	CWE-825	CWE-682
CWE-20	CWE-191	CWE-20
CWE-119	CWE-908	CWE-119
CWE-416	CWE-284	CWE-416
CWE-189	CWE-444	CWE-444
CWE-805	CWE-73	CWE-805
CWE-255	CWE-352	CWE-255
CWE-440	CWE-89	CWE-440
CWE-73	CWE-20	CWE-73
CWE-352	CWE-200	CWE-352
CWE-89	CWE-416	CWE-89
CWE-20	CWE-400	CWE-400
CWE-269	CWE-20	CWE-269
CWE-770	CWE-755	CWE-770
CWE-940	CWE-444	CWE-940
CWE-237	CWE-476	CWE-237
CWE-390	CWE-502	CWE-390
CWE-384	CWE-863	CWE-384
CWE-390	CWE-89	CWE-390
CWE-20	CWE-918	CWE-20
CWE-306	CWE-284	CWE-306
CWE-89	CWE-672	CWE-89
CWE-564	CWE-74	CWE-564
CWE-22	CWE-22	CWE-22
CWE-732	CWE-20	CWE-732
CWE-78	CWE-184	CWE-78
CWE-22	CWE-1321	CWE-22
CWE-20	CWE-22	CWE-22
CWE-918	CWE-79	CWE-918
CWE-20	CWE-385	CWE-20
CWE-22	CWE-200	CWE-200
CWE-93	CWE-79	CWE-93
CWE-937	CWE-77	CWE-937
CWE-284	CWE-79	CWE-284
CWE-80	CWE-284	CWE-80
CWE-78	CWE-416	CWE-78
CWE-80	CWE-284	CWE-80
CWE-788	CWE-126	CWE-788
CWE-20	CWE-120	CWE-20
CWE-571	CWE-79	CWE-571
CWE-20	CWE-190	CWE-20
CWE-399	CWE-416	CWE-416
CWE-79	CWE-89	CWE-79
CWE-120	CWE-416	CWE-416
CWE-119	CWE-79	CWE-119
CWE-89	CWE-862	CWE-89
CWE-670	CWE-20	CWE-670
CWE-79	CWE-125	CWE-125
CWE-601	CWE-125	CWE-601
CWE-248	CWE-476	CWE-248
CWE-119	CWE-601	CWE-119
CWE-126	CWE-400	CWE-126
CWE-400	CWE-311	CWE-311
CWE-601	CWE-284	CWE-601
CWE-346	CWE-284	CWE-346
CWE-321	CWE-532	CWE-321
CWE-284	CWE-248	CWE-284
CWE-287	CWE-400	CWE-400
CWE-532	CWE-863	CWE-532
CWE-680	CWE-444	CWE-680
CWE-400	CWE-798	CWE-400
CWE-285	CWE-269	CWE-285
CWE-689	CWE-59	CWE-689
CWE-798	CWE-354	CWE-354
CWE-345	CWE-354	CWE-345
CWE-126	CWE-367	CWE-126
CWE-329	CWE-287	CWE-329
CWE-346	CWE-22	CWE-346
CWE-345	CWE-22	CWE-345
CWE-252	CWE-22	CWE-252
CWE-269	CWE-20	CWE-269
CWE-22	CWE-287	CWE-22
CWE-22	CWE-287	CWE-22
CWE-119	CWE-22	CWE-119
CWE-78	CWE-798	CWE-78
CWE-78	CWE-22	CWE-78
CWE-22	CWE-22	CWE-22
CWE-352	CWE-22	CWE-22
CWE-243	CWE-22	CWE-243
CWE-22	CWE-502	CWE-22
CWE-22	CWE-22	CWE-22
CWE-94	CWE-347	CWE-347
CWE-94	CWE-20	CWE-94
CWE-22	CWE-1304	CWE-22
CWE-125	CWE-20	CWE-20
CWE-267	CWE-284	CWE-267
CWE-1304	CWE-261	CWE-1304
CWE-20	CWE-200	CWE-20
CWE-266	CWE-89	CWE-89
CWE-319	CWE-190	CWE-319
CWE-284	CWE-79	CWE-284
CWE-89	CWE-918	CWE-89
CWE-119	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-918	CWE-862	CWE-918
CWE-79	CWE-862	CWE-79
CWE-80	CWE-79	CWE-80
CWE-285	CWE-200	CWE-285
CWE-285	CWE-89	CWE-285
CWE-80	CWE-79	CWE-80
CWE-522	CWE-89	CWE-522
CWE-89	CWE-352	CWE-89
CWE-116	CWE-502	CWE-116
CWE-89	CWE-502	CWE-89
CWE-352	CWE-79	CWE-352
CWE-502	CWE-352	CWE-502
CWE-502	CWE-79	CWE-502
CWE-79	CWE-79	CWE-79
CWE-352	CWE-862	CWE-352
CWE-80	CWE-352	CWE-80
CWE-80	CWE-77	CWE-80
CWE-285	CWE-862	CWE-285
CWE-352	CWE-862	CWE-352
CWE-78	CWE-80	CWE-78
CWE285	CWE-200	CWE285
CWE-284	CWE-862	CWE-284
CWE-116	CWE-611	CWE-116
CWE-521	CWE-125	CWE-521
CWE-285	CWE-125	CWE-285
CWE-611	CWE-125	CWE-611
CWE-787	CWE-78	CWE-787
CWE-125	CWE-125	CWE-125
CWE-125	CWE-190	CWE-125
CWE-94	CWE-125	CWE-94
CWE-119	CWE-125	CWE-119
CWE-190	CWE-434	CWE-434
CWE-125	CWE-22	CWE-125
CWE-125	CWE-269	CWE-125
CWE-78	CWE-89	CWE-78
CWE-22	CWE-89	CWE-22
CWE-269	CWE-352	CWE-269
CWE-89	CWE-22	CWE-89
CWE-89	CWE-540	CWE-540
CWE-352	CWE-522	CWE-352
CWE-22	CWE-79	CWE-79
CWE-22	CWE-352	CWE-22
CWE-558	CWE-200	CWE-558
CWE-803	CWE-285	CWE-803
CWE-918	CWE-326	CWE-918
CWE-733	CWE-29	CWE-733
CWE-269	CWE-326	CWE-269
CWE-256	CWE-522	CWE-522
CWE-22	CWE-78	CWE-22
CWE-320	CWE-1269	CWE-320
CWE-217	CWE-358	CWE-217
CWE-78	CWE-1284	CWE-78
CWE-691	CWE-121	CWE-691
CWE-287	CWE-352	CWE-287
CWE-269	CWE-29	CWE-29
CWE-119	CWE-20	CWE-20
CWE-661	CWE-345	CWE-661
CWE-22	CWE-89	CWE-22
CWE-20	CWE-190	CWE-20
CWE-94	CWE-131	CWE-94
CWE-89	CWE-22	CWE-89
CWE-122	CWE-787	CWE-787
CWE-787	CWE-755	CWE-787
CWE-22	CWE-29	CWE-22
CWE-125	CWE-787	CWE-125
CWE-116	CWE-787	CWE-116
CWE-22	CWE-755	CWE-22
CWE-20	CWE-120	CWE-20
CWE-120	CWE-120	CWE-120
CWE-676	CWE-120	CWE-676
CWE-120	CWE-120	CWE-120
CWE-120	CWE-120	CWE-120
CWE-119	CWE-306	CWE-119
CWE-120	CWE-798	CWE-120
CWE-119	CWE-36	CWE-119
CWE-264	CWE-269	CWE-264
CWE-426	CWE-120	CWE-426
CWE-22	CWE-787	CWE-22
CWE-269	CWE-77	CWE-269
CWE-119	CWE-77	CWE-119
CWE-121	CWE-77	CWE-121
CWE-78	CWE-77	CWE-78
CWE-78	CWE-77	CWE-78
CWE-89	CWE-287	CWE-89
CWE-78	CWE-404	CWE-78
CWE-78	CWE-434	CWE-78
CWE-287	CWE-79	CWE-79
CWE-119	CWE-20	CWE-119
CWE-20	CWE-79	CWE-20
CWE-918	CWE-502	CWE-918
CWE-22	CWE-287	CWE-22
CWE-80	CWE-672	CWE-80
CWE-20	CWE-664	CWE-20
CWE-285	CWE-530	CWE-530
CWE-476	CWE-79	CWE-476
CWE-259	CWE-20	CWE-259
CWE-352	CWE-79	CWE-352
CWE-80	CWE-79	CWE-80
CWE-20	CWE-436	CWE-20
CWE-79	CWE-79	CWE-79
CWE-80	CWE-89	CWE-89
CWE-20	CWE-287	CWE-20
CWE-80	CWE-74	CWE-74
CWE-89	CWE-200	CWE-89
CWE-329	CWE-916	CWE-329
CWE-425	CWE-754	CWE-425
CWE-264	CWE-362	CWE-264
CWE-326	CWE-22	CWE-326
CWE-937	CWE-863	CWE-937
CWE-633	CWE-918	CWE-633
CWE-22	CWE-20	CWE-22
CWE-252	CWE-326	CWE-326
CWE-918	CWE-79	CWE-918
CWE-400	CWE-77	CWE-77
CWE-325	CWE-338	CWE-325
CWE-80	CWE-200	CWE-80
CWE-22	CWE-284	CWE-22
CWE-693	CWE-601	CWE-693
CWE-200	CWE-285	CWE-200
CWE-285	CWE-285	CWE-285
CWE-601	CWE-20	CWE-20
CWE-285	CWE-863	CWE-285
CWE-284	CWE-285	CWE-284
CWE-287	CWE-22	CWE-287
CWE-306	CWE-459	CWE-306
CWE-269	CWE-22	CWE-269
CWE-22	CWE-863	CWE-22
CWE-400	CWE-20	CWE-400
CWE-22	CWE-532	CWE-532
CWE-285	CWE-20	CWE-285
CWE-285	CWE-384	CWE-285
CWE-532	CWE-352	CWE-532
CWE-20	CWE-347	CWE-20
CWE-384	CWE-284	CWE-384
CWE-352	CWE-501	CWE-501
CWE-327	CWE-407	CWE-407
CWE-937	CWE-798	CWE-798
CWE-264	CWE-532	CWE-532
CWE-749	CWE-798	CWE-749
CWE-259	CWE-330	CWE-259
CWE-532	CWE-209	CWE-532
CWE-798	CWE-94	CWE-798
CWE-329	CWE-190	CWE-329
CWE-522	CWE-416	CWE-522
CWE-78	CWE-416	CWE-78
CWE-190	CWE-787	CWE-190
CWE-416	CWE-280	CWE-416
CWE-416	CWE-20	CWE-416
CWE-787	CWE-20	CWE-787
CWE-284	CWE-20	CWE-284
CWE-20	CWE-451	CWE-20
CWE-20	CWE-122	CWE-20
CWE-805	CWE-200	CWE-805
CWE-190	CWE-269	CWE-190
CWE-122	CWE-269	CWE-122
CWE-287	CWE-476	CWE-476
CWE-798	CWE-79	CWE-79
CWE-20	CWE-798	CWE-20
CWE-476	CWE-88	CWE-88
CWE-79	CWE-1333	CWE-79
CWE-572	CWE-352	CWE-572
CWE-20	CWE-77	CWE-20
CWE-400	CWE-94	CWE-400
CWE-352	CWE-639	CWE-639
CWE-95	CWE-77	CWE-95
CWE-88	CWE-79	CWE-88
CWE-601	CWE-94	CWE-94
CWE-95	CWE-89	CWE-95
CWE-80	CWE-862	CWE-80
CWE-94	CWE-434	CWE-94
CWE-89	CWE-352	CWE-89
CWE-94	CWE-532	CWE-532
CWE-1340	CWE-918	CWE-1340
CWE-601	CWE-434	CWE-434
CWE-312	CWE-89	CWE-312
CWE-94	CWE-269	CWE-94
CWE-434	CWE-598	CWE-434
CWE-89	CWE-287	CWE-89
CWE-269	CWE-22	CWE-22
CWE-20	CWE-346	CWE-20
CWE-306	CWE-203	CWE-203
CWE-22	CWE-22	CWE-22
CWE-306	CWE-22	CWE-306
CWE-657	CWE-190	CWE-657
CWE-798	CWE-863	CWE-798
CWE-23	CWE-79	CWE-23
CWE-190	CWE-354	CWE-190
CWE-269	CWE-532	CWE-269
CWE-79	CWE-287	CWE-287
CWE-20	CWE-22	CWE-20
CWE-532	CWE-266	CWE-532
CWE-345	CWE-787	CWE-345
CWE-22	CWE-787	CWE-22
CWE-276	CWE-787	CWE-276
CWE-120	CWE-787	CWE-787
CWE-126	CWE-476	CWE-126
CWE-121	CWE-80	CWE-121
CWE-121	CWE-476	CWE-121
CWE-476	CWE-476	CWE-476
CWE-116	CWE-125	CWE-116
CWE-476	CWE-787	CWE-476
CWE-476	CWE-787	CWE-476
CWE-126	CWE-131	CWE-126
CWE-122	CWE-287	CWE-122
CWE-676	CWE-416	CWE-416
CWE-399	CWE-476	CWE-399
CWE-312	CWE-415	CWE-312
CWE-416	CWE-89	CWE-416
CWE-407	CWE-434	CWE-407
CWE-401	CWE-78	CWE-78
CWE-89	CWE-287	CWE-89
CWE-22	CWE-798	CWE-22
CWE-92	CWE-79	CWE-79
CWE-306	CWE-79	CWE-79
CWE-321	CWE-79	CWE-321
CWE-93	CWE-401	CWE-93
CWE-80	CWE-79	CWE-80
CWE-94	CWE-22	CWE-94
CWE-400	CWE-863	CWE-400
CWE-80	CWE-400	CWE-80
CWE-22	CWE-918	CWE-22
CWE-89	CWE-770	CWE-89
CWE-937	CWE-22	CWE-937
CWE-89	CWE-74	CWE-89
CWE-22	CWE-444	CWE-22
CWE-77	CWE-1021	CWE-77
CWE-78	CWE-74	CWE-78
CWE-20	CWE-352	CWE-20
CWE-601	CWE-290	CWE-601
CWE-601	CWE-22	CWE-601
CWE-440	CWE-79	CWE-440
CWE-601	CWE-400	CWE-601
CWE-26	CWE-770	CWE-26
CWE-80	CWE-770	CWE-770
CWE-399	CWE-918	CWE-399
CWE-400	CWE-416	CWE-400
CWE-400	CWE-532	CWE-400
CWE-20	CWE-80	CWE-20
CWE-405	CWE-798	CWE-405
CWE-522	CWE-276	CWE-522
CWE-80	CWE-416	CWE-416
CWE-20	CWE-193	CWE-20
CWE-644	CWE-79	CWE-644
CWE-416	CWE-79	CWE-416
CWE-127	CWE-79	CWE-127
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-80	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-NotFound	CWE-79	CWE-NotFound
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-86	CWE-79	CWE-86
CWE-80	CWE-79	CWE-80
CWE-80	CWE-78	CWE-80
CWE-80	CWE-79	CWE-80
CWE-20	CWE-79	CWE-20
CWE-78	CWE-79	CWE-78
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-346	CWE-79
CWE-80	CWE-269	CWE-80
CWE-79	CWE-352	CWE-352
CWE-440	CWE-697	CWE-440
CWE-264	CWE-79	CWE-79
CWE-440	CWE-79	CWE-440
CWE-320	CWE-125	CWE-320
CWE-649	CWE-125	CWE-649
CWE-95	CWE-134	CWE-95
CWE-125	CWE-306	CWE-306
CWE-126	CWE-89	CWE-126
CWE-20	CWE-434	CWE-20
CWE-306	CWE-427	CWE-306
CWE-89	CWE-79	CWE-89
CWE-434	CWE-200	CWE-434
CWE-242	CWE-434	CWE-242
CWE-80	CWE-787	CWE-787
CWE-200	CWE-787	CWE-200
CWE-22	CWE-787	CWE-22
CWE-125	CWE-787	CWE-125
CWE-787	CWE-787	CWE-787
CWE-120	CWE-400	CWE-120
CWE-125	CWE-835	CWE-125
CWE-125	CWE-89	CWE-125
CWE-400	CWE-266	CWE-400
CWE-20	CWE-787	CWE-20
CWE-89	CWE-770	CWE-89
CWE-250	CWE-119	CWE-250
CWE-121	CWE-121	CWE-121
CWE-400	CWE-79	CWE-400
CWE-120	CWE-79	CWE-120
CWE-20	CWE-79	CWE-20
CWE-80	CWE-434	CWE-434
CWE-80	CWE-89	CWE-89
CWE-79	CWE-89	CWE-79
CWE-434	CWE-89	CWE-434
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-78	CWE-89	CWE-78
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-434	CWE-89
CWE-89	CWE-434	CWE-89
CWE-89	CWE-434	CWE-89
CWE-78	CWE-89	CWE-89
CWE-22	CWE-79	CWE-22
CWE-78	CWE-79	CWE-79
CWE-89	CWE-79	CWE-79
CWE-95	CWE-434	CWE-434
CWE-79	CWE-79	CWE-79
CWE-434	CWE-79	CWE-434
CWE-78	CWE-79	CWE-78
CWE-80	CWE-203	CWE-80
CWE-80	CWE-94	CWE-80
CWE-79	CWE-89	CWE-79
CWE-327	CWE-416	CWE-416
CWE-78	CWE-89	CWE-78
CWE-89	CWE-89	CWE-89
CWE-407	CWE-918	CWE-407
CWE-89	CWE-79	CWE-89
CWE-89	CWE-284	CWE-89
CWE-918	CWE-321	CWE-321
CWE-79	CWE-79	CWE-79
CWE-306	CWE-79	CWE-306
CWE-259	CWE-89	CWE-259
CWE-80	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-89	CWE-79	CWE-89
CWE-80	CWE-89	CWE-80
CWE-79	CWE-419	CWE-79
CWE-79	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-200	CWE-401	CWE-200
CWE-89	CWE-401	CWE-89
CWE-89	CWE-401	CWE-89
CWE-401	CWE-78	CWE-401
CWE-401	CWE-401	CWE-401
CWE-399	CWE-79	CWE-399
CWE-78	CWE-352	CWE-78
CWE-416	CWE-79	CWE-416
CWE-80	CWE-552	CWE-80
CWE-352	CWE-89	CWE-352
CWE-80	CWE-787	CWE-80
CWE-22	CWE-787	CWE-22
CWE-89	CWE-416	CWE-89
CWE-676	CWE-601	CWE-676
CWE-119	CWE-259	CWE-119
CWE-416	CWE-434	CWE-416
CWE-288	CWE-78	CWE-288
CWE-798	CWE-89	CWE-798
CWE-434	CWE-88	CWE-434
CWE-94	CWE-20	CWE-94
CWE-89	CWE-787	CWE-89
CWE-20	CWE-20	CWE-20
CWE-20	CWE-362	CWE-362
CWE-121	CWE-362	CWE-121
CWE-20	CWE-75	CWE-20
CWE-611	CWE-401	CWE-611
CWE-805	CWE-401	CWE-401
CWE-96	CWE-20	CWE-96
CWE-401	CWE-416	CWE-401
CWE-399	CWE-416	CWE-399
CWE-20	CWE-416	CWE-20
CWE-416	CWE-401	CWE-416
CWE-416	CWE-416	CWE-416
CWE-416	CWE-401	CWE-416
CWE-400	CWE-20	CWE-400
CWE-416	CWE-601	CWE-416
CWE-399	CWE-94	CWE-399
CWE-400	CWE-79	CWE-400
CWE-601	CWE-502	CWE-601
CWE-1117	CWE-89	CWE-1117
CWE-89	CWE-89	CWE-89
CWE-269	CWE-200	CWE-269
CWE-89	CWE-269	CWE-89
CWE-89	CWE-22	CWE-89
CWE-517	CWE-639	CWE-517
CWE-345	CWE-200	CWE-345
CWE-22	CWE-269	CWE-269
CWE-89	CWE-77	CWE-89
CWE-200	CWE-798	CWE-200
